"PRP$ NN VBZ DT JJ IN DT NNP NNP , IN PRP$ NN VBZ DT NNP IN NNP .",1
"CD JJ NN IN DT VBZ DT NN VBZ VBN IN DT NN IN NNP , NNP .",1
"NNP NNP NNP JJ NN CD , VBN IN CD NNS , RBS RB CD NNP CD NN .",1
CD NN IN DT CD CC RB .,1
DT JJ NN VBZ TO VB RP IN DT NNS TO VB DT JJ NN IN NN NNS IN NN TO VB NN NNS NN .,1
"IN CD , IN NN CD , NNP NNP NNP IN DT NN IN NNP , NNP NNP , VBD DT JJ NN IN NN IN PRP$ NN , NNP NNP , WP VBD JJ JJ NNS .",1
CD CD .,11
"NNP NNP , CD NNP CD CD NNP CD JJS NNS IN DT JJ NNP NNP NNP , CD , CD NNP CD CD NNP CD JJS NNS IN DT JJ NNP NNP NNP , CD , CD NNP CD CD NNP CD JJS NNS IN DT JJ JJ NN NNP NNP , CD , NNP NNP , NNP , CD NNP CD CD NNP CD JJS NNS IN DT JJ JJ NN NNP NNP , CD , NNP NNP , NNP NNP , CD NNP CD CD NNP CD NNP NNP , CD , NNP NNP , NNP NNP , CD NNP CD CD NNP CD NNP JJ NNS IN NNS NNP NNP , CD , CD TO CD JJ NNP NNP , CD , CD TO CD JJ JJS NNS IN DT JJ NN NN NNP NNP , CD , CD NNP NN IN NNS NNP NNP , CD NNS CD NNS , CD NNP CD , JJ NN .",1
"DT VBD VBN IN VBG JJ NNS , IN JJ NNS VBG VBN IN NN , IN DT NN IN DT NN VBD VBN IN CD .",1
: NNS : NNP NNP NNP .,1
"DT NN NN VBZ DT JJ NN NN IN JJR IN CD JJ NN , JJ IN NNP : NN JJ VBZ DT `` NN '' ( FW VB JJ `` NN '' NN VBD DT `` NN '' ) , CC NNP : NN VBZ `` NN '' ( NNP VBZ `` NN '' VBZ NN `` NN '' ) .",1
PRP VBD VBN IN DT JJ NN IN CD IN NNP NNP .,1
( DT NNP NN IN DT JJ NN VBD VBN VBN RBR ) .,1
"VBG VBZ VBN IN DT NNP NNP CD NNS IN NNP CC NNP NNP , VBG IN DT NNS IN NNP CD IN NNP CC NNP CD IN NNP .",1
", DT NNP VBD IN CD JJ NNS CC DT NN IN $ CD CD IN JJ NN CD , DT NN IN $ CD .",1
"IN DT NN IN JJ JJ NN , IN NN IN DT JJ JJ NN IN NNP FW NNP , DT CD NNS IN DT NNP : NNP , NNP , NNP , NNP , CC NNP , VBD VBN IN DT NNP NNP , VBN IN JJ NNP NNP .",1
DT NNP NNP NNP NNP DT NNP ( VBD DT NNP VBD VBN NN DT NNP ) VBD DT JJ JJ NN VBN IN NNP NNP CC NNP .,1
DT JJ NN IN NNP TO NNP IN NNP VBD VBN IN DT JJ NN .,1
DT NN VBD IN NN IN DT NNP CC NNP IN NN NN CC IN VBG NNS .,1
"IN DT NNP NNP , DT JJ NN NN NN , NNP CD NNS IN NNP CD CC DT JJ NN IN NNP CD ( WDT VBZ JJ IN NNP CD ) .",1
"NNP VBD CD IN CD JJ NNS IN DT NNP NNP IN VBD CD NNPS , WP VBD VBN VBG IN JJ NNS IN NNS IN DT NN VBD NNS IN NNP NN NN NN , NNP IN CD NNS .",1
NNP NNP VBP JJ NNS .,1
CD NN ( CD .,2
"RB IN DT NN IN DT NNP NN , NNP VBD JJ NN IN DT JJ NN .",1
PRP MD VB IN JJ NN CC VB RB .,1
"DT NNP NNS IN NNP MD RB VB NNS CC NNS IN JJ NN TO VB IN PRP$ NNS , IN DT MD VB DT NN IN NNP NNS .",1
NN NNP NNP NNP VBZ VBN IN JJ NNP IN DT NN .,1
"NNP NNP NN NNP NNP , CD NNS CD NNS , CD NNP CD CD NNP CD NNP VBG NN NNP NNP , CD NNS , CD NNS , VBD CD NNP CD NNP NN NNP NNP , CD NNS CD NNS , CD NNP CD CD NNP CD NNP CC NN DT VBD NNP NNP , NNP .",1
IN NN TO DT NN DT NNS VBN DT CD NNS .,1
NNP NNP CC VBD DT JJ JJ NNP NNP IN NNP CD .,1
"NNP ( CD CD ) , NNP JJ NNP NNP ( CD CD ) , DT JJ JJ NN VBG IN JJ NNS IN NN FW NNP NN NNP NN NN NN NN VBZ DT NN VBZ DT NN IN DT JJ NN IN NNP NNP NN NN , IN NNP FW NNP , NNP NNP , IN JJ NNP .",1
"IN DT JJ NN , JJ NN RB RB IN NN CC NNP JJ NN MD VB VB DT NN .",1
"PRP VBZ VBN PRP MD VB VBN NNP , IN IN RB RBR NNS .",1
"`` NNP NNP , JJ NNP IN DT NNP NNPS , VBD , `` DT NN IN DT JJ NN VBZ , IN DT NNP IN NN MD VB DT NN IN PRP$ JJ NNS , CC IN NNS CC NNS MD VB PRP IN JJ NNS .",1
"IN NNP CD , NNP POS NN VBD VBN , CC PRP VBD VBN IN NNP CD , IN IN NNP , NNP CC CD IN DT JJ NNS ( DT JJ CD VBD NN IN NNP ) .",1
DT JJ NN VBZ VBN VBN IN CD .,1
"IN JJ NN , PRP VBD VBN IN DT JJ NNP NN IN DT JJ NN .",1
CD .,30
WRB NN IN DT NNP NNP NNP VBD PRP VBD TO NNP TO VB PRP$ NN IN DT NN .,1
DT NN IN NNS VBG PRP$ JJ NN IN VBN NN NNS VBD VBN IN DT CD IN JJ NNP IN JJ NNS WDT RB VBD IN IN NN .,1
DT NNS VBD RB VBN JJ NNS .,1
"NNP VBD NNP NNP NNP NNP IN NNP , NNP CC VBD DT NN CC DT NN IN NN .",1
"NN IN NNS , NNS , CC NNS IN NNP NNP NNP NN VBZ DT NN IN DT NNP NN .",1
PRP VBZ JJ NN IN NNP TO VB RB VBN IN NN .,1
"NNP VBD CD JJ NNS IN DT NNP IN CD TO CD , IN PRP$ JJ NN NN IN NNP VBG IN NNP NNP .",1
"IN NNP VBZ PRP$ NNS VBG IN DT NNP NNP NN NNP ( NNP ) NNS , NNP NNP VBZ `` NN .",1
"IN PDT DT NN RB , NNP NNP VBD PRP VBG PRP$ JJ JJ NN NN IN DT NNP IN NNP NNP .",1
NNP VBZ IN DT NNP NNP IN NNS VBP VBN IN NN IN NNP .,1
"DT NN TO NNP IN NNP , VBD `` NNS VBG IN NNP NNP '' , VBD VBN IN DT NNP NN IN NNP CC NNP IN DT NN IN NNP CD , CD , CD NNS IN DT NN IN DT NN PRP .",1
JJ NNS : JJ NNS CC NNS VBD DT NN IN NN IN NNS TO NNS .,1
"RB DT NN NN , DT NN IN DT NN NN NN IN DT NNP NNS VBD NNP .",1
"NNP NNP NN RB NNP NNP POS NNP , RB IN CD CC CD NN , CD NNP CD , JJ NN .",1
"IN DT WDT RB VBP IN NNS VBZ JJ , CC NN CC NNS MD VB VBN IN CD JJ POS .",1
"IN PRP$ NN NN NNS JJ IN `` JJ NNP NNP '' , `` RB JJ NN '' CC `` NNP IN DT NNP '' NN NNP POS NN IN PRP$ NN IN `` NNP CC NNP '' PRP VBZ RB JJR TO VB RP JJ NNS IN DT NN IN JJ NNS .",1
"DT NN VBZ VBN JJ NNS IN JJ NN , NN , CC NN , IN IN JJ NNS WRB NNS VBP RB VBN .",1
DT NN NNS VBP RB VBN IN DT NN NN VBZ POS NN IN NNS CC VBP RB VBN IN DT NN TO DT NN NNS VBN IN JJ CC NNP ) .,1
NN JJ TO DT NN IN DT NN VBZ RB JJ IN DT NN CC PRP VBD VBN IN NNP ( CD ) TO VB DT NN NN TO NNP .,1
"NNP NNP , NNP CC NN IN NNP NNP NNP NNP VB PRP NNP , DT JJ NN , JJ NNP CC JJ NN IN NNP , DT JJ RBS JJ NN IN NN NN , NN CC NNS .",1
"NNP RB VBD CD NNS IN DT NN , CC VBD PRP$ JJ JJ NN IN NNP NNP , WRB PRP VBD CD NNS IN DT NNP NNP NNP .",1
"IN JJ , RB , CD .",1
"CD IN DT JJS JJ NNS TO VB VBN NN IN DT `` NN '' NN , IN NN PRP VBD JJR JJ , VBG NNS IN NNS VBG DT NN , DT NNP , CC NNP .",1
"JJ NN NNS RB NN IN DT VBG NN IN JJ NNS IN DT JJ , JJ , CC JJ NNS VBN IN NN .",1
IN CD PRP VBD DT NNP JJ NN IN NNS IN CD ( CD IN DT NN IN NN ) CC VBD CD NNS CC VBD RB CD NNS IN NNP NN VBD DT NNP IN NNS IN CD .,1
CD NN VBD NN VBG RB WP VBD CD NNS IN NN CC JJR .,2
NNP POS JJ NN VBZ TO VB DT NN .,1
"RB , IN DT NN VBD , NNP VBD VBN IN DT NN IN NNP NNP NNP NNP .",1
NNP CC NN .,1
DT NN VBD RB VBN DT NN IN DT NN CC VBD RB VBN WRB DT JJ NNP VBD VBN IN DT NNP NN VBD DT NN NN .,1
NNP NN NNP NN NNP NN NN NNP NN NNP NNS IN NNS JJ NN NNP `` JJ NN '' .,1
DT NNPS CC JJ VBD NN IN JJ NNS IN DT JJ JJ NN .,1
"NN , RB VBG VBN TO DT NN IN JJ , CC RB VBD VBN IN JJ RB TO VB DT NN IN DT NN NNP .",1
EX VBD DT JJ NN IN DT JJ NN IN NN IN DT NN NN .,1
NNS VBG JJ NN CC RB VBG TO NNP CC VBG DT RB JJR NN IN NNS ( CC NN NNS ) VBG VBN TO NNP .,1
"IN DT NN IN DT NN , NNP POS NN NNP VBZ IN VBG TO VB PRP .",1
NNP NNS CC NNS NNP .,1
NN PRP CC NNP VBP VBN VBN .,1
"DT NN VBD VBN IN DT NNP NNP NNP CC NNP NNP NNP IN VBG NN IN NN , CC VBD DT CD NNP NNP .",1
"IN DT CD , NNS , NNS , CC NNS VBP VBN NN IN DT JJ NNS , DT NNP .",1
"DT NNP VBZ DT JJ NN NN , IN DT NN IN DT NNP IN NNP NNP , JJR NN CC NNP CC IN DT NN IN DT JJ NNP NN .",1
DT NN JJ NN VBD TO VB IN PRP VBD VBN IN DT NNP NNP IN PRP$ CD NN PRP$ JJ NNP .,1
NNP CC NNP NNP JJ IN VBG JJ CC JJ NNS TO NN .,1
"DT NNP NN CC NN NNP NNP VBZ DT JJ NN WDT VBZ VBN IN DT JJ , JJ NN NN IN DT NN CC NN NN IN DT NN IN DT NN , NN CC NN .",1
"PRP VBZ VBN CD JJ NN IN NNP , IN DT NNP NNP RB , RB RB IN NNP CD .",1
"IN CD , NNP VBD IN NN NN IN DT NNP NNP NNP NN TO DT NNP NN IN NNP IN NNP , NNP .",1
"DT JJ NN IN NNP ( VBN CD NNS RB IN NNP ) VBD IN NN IN NNP CD , CD .",1
DT NN VBZ VBG VBN IN NNP NNP NNP NN CC JJ JJ NN NNS IN NNP .,1
DT NNS MD VB VBN TO VB DT NN IN DT JJ NN CC VB PRP IN NN IN DT NNS IN DT NNS .,1
`` NNP IN NNP .,1
DT NN VBN TO DT NNP IN NNP NNP NNPS IN JJ NN IN DT NNS IN DT NN IN NNP IN NNP .,1
"IN CD JJ NNP CC DT NNP VBD NNP , DT JJ NN RB IN NNP NNP CC VBG CD NN NNS , NN , NN , NN , NNS CC VB NNS , NN , NN , NN , NN , NN , NN CC NN .",1
"DT , JJ '' TO NNP , WP VBD IN NN TO VB IN , CC PRP RB VBD IN DT NN `` PRP VBP VBG DT NN '' , PRP$ NN VBG IN DT NN MD VB TO DT NN RB CC RB , VBG JJ IN DT NN WRB PRP MD VB DT NN , IN PRP$ NN .",1
CD CD IN JJ NN CD .,1
NNP VBD VB DT JJ NNP NN CC VBZ VBD IN PRP MD VB VBG NN IN DT JJ NN IN PRP$ JJ .,1
NN CC CD NNS IN NN .,1
`` IN CD NNP VBD VBN IN JJ NN IN IN CD NNS .,1
"PRP$ NNS VBD VBN IN NNP NNP NNP , DT NN IN NNP NNP NNP .",1
"NN , NN , NN ) , NNP NNP NN ( NNP ) , NNP , NNP FW .",1
NN : NNP NNP NNP .,1
"IN NN TO VBG DT JJ NNS IN DT NN , JJ NN NN VBZ RB MD VB IN DT NN IN NN IN DT NN .",1
PRP VBZ RB DT NN IN NNP NNP .,1
"PRP VBZ DT NN WDT VBZ DT JJ NN NN IN JJ NNS IN WDT NN NNS CC NN NN TO VB JJ NNS IN VBG DT `` NN , NN CC NN '' IN JJ JJ NNS .",1
PRP VBZ DT NN IN NN IN NN .,1
"NNP VBZ DT JJ NN WDT VBZ IN CD CD NN , RB RB IN DT JJ NN WDT VBZ IN CD CD NN WDT MD , IN NN , VBP CD .",1
"NNP , CD NNP CD NNP NN TO DT JJ NN IN NN NN JJ NN .",1
PRP VBD VBN NNP CD IN NNP NNP CD IN CD NN NNP .,1
"IN IN JJ NNS IN NNS DT JJR ( RB CC RB ) VBD TO VB DT NN , NNS , DT NN WP PRP VBP DT NN IN DT NN IN NNP JJ NN , JJ NN , CC JJ NN DT JJR VBZ DT NN .",1
DT NN NNP NNP VBD RP IN NNP NNP NNP VBG PRP VBD VBG VBN .,1
"IN JJ NN VBG VBN IN DT NN WRB DT NNS VBD VBN , DT JJ NN VBD DT NN RB IN DT NN IN CD NNS .",1
VB DT NNP IN DT NNP IN DT NNP .,1
NN NNS IN CD NNP CC CD JJ NNS IN DT NN .,1
NNP NNP VBZ RB VBN IN DT JJ NN IN DT JJ NN .,1
"VBN IN DT JJ IN NNP CD , CD .",2
"IN DT NNS VBP JJ IN NN , RB DT NNS MD VB IN DT JJ NN .",1
DT NN IN NN VBZ CD NNS .,1
"NNP JJ NNP NNP , NNP .",1
RB PRP VB PRP$ NN TO VB PRP VBD IN DT NN NN IN NNP .,1
"PRP VBD PRP$ NNS IN JJ NNS , VBG DT NN IN DT NN .",1
"NNP , NNP NNP NNP NNP NNP : NN CD ( NN ) IN DT NNP NNP NNP ( DT NNP VBZ IN DT JJ NN : RB , DT NN VBZ VBN RB JJ TO VB NNS ) .",1
") DT JJ NN IN DT NN VBN DT NN , DT JJ JJ NN IN WDT VBD VBN IN DT NN IN DT NN , IN DT JJ NN VBD VBN IN DT JJ NN .",1
"NN NN , NN , CC NNS IN CD VBN IN NNP POS NNP NNP NNP NNP .",1
PRP VBD JJ CC VBD DT NN NN IN DT JJ JJ CD CC NNP NNP IN DT NNP NNP .,1
VBN CD NNP CD .,2
"PRP VBZ RB DT JJ NN , WP VBZ DT NNS , RB DT JJ NN RBR IN NN IN PRP CC JJR NN VBD .",1
"NNP NNP NNP NNP , CD , CD NNP CD , JJ NN .",3
"IN CD PRP VBD IN DT JJ NNP NNP NNP NNP CD IN DT NN `` NNP '' , DT NN IN NNP NNP NN .",1
"IN DT JJ JJ NN , DT NNS VBD IN DT NNP .",1
"NNP IN NNP , CD NNP CD NNP JJ NNS CD , CD NNP CD NN .",1
"( NNP CD ) RB IN DT JJ NNS IN DT NN IN DT NNP IN NNP , NNP VBZ RB VBN RB IN DT NNP .",1
"DT JJ NN CD JJ NNS , RB VBN IN DT NNP NNP NNP , VBD VBN IN NNP .",1
"IN NN , NNP VBD RB CD NNS IN DT NN .",1
NNP VBD VBN CC JJ NNS .,1
"WRB NNP NNP , DT NNP NNP NNP , VBD DT NN IN NNP CD , PRP VBD VBN CC NNP VBD POS NNP POS IN DT JJ NN , RB IN NN TO PRP$ JJ NN NNP NNP , WP VBD VBN IN NNP NNP IN NNP .",1
PRP$ JJ NN NNS TO DT NNP NN .,1
NNP FW FW NNP VBZ NNS DT NN IN NNP IN DT NN CC IN DT NNS IN NNP CC NNP IN DT NN .,1
"IN CD , CD NNS IN NNS VBD VBN , CC DT NNS VBD JJ IN NN TO VB NN IN DT NN , CC DT NN VBD RB VB DT NN NNS .",1
"MD RB VB VBN TO VB DT RBS JJ IN PDT PRP$ NNS '' , NNP NNP IN DT NNP NNP NNP VBD IN `` DT NN POS NN IN NN CC JJ NNS VBG IN DT JJ NN VBZ DT NN WDT VBZ RB JJ IN DT NN CC DT NN .",1
"IN JJ NNS , DT NNP PRP MD RB VB JJR IN CD NN ( NN .",1
"VBG IN PRP RB MD VB DT NN IN PRP VBZ PRP$ NN , PRP VBZ RP IN NNP .",1
"NNP NNP NNP VBZ RB VBN IN NNP NNP NNP , RB IN IN PRP$ JJ NNS .",1
"PRP VBZ CD IN CD NNS IN NNP NNP , NNP NNP NNP .",1
"IN JJ , DT NN VBD VBN TO DT NNP NN , CC VBD RB VB DT NN JJ NN .",1
"NNP JJS NN IN DT JJ NNP VBG NN NNP NNP , CD NNS , CD NNS , CD NNP CD , JJ NN .",1
"TO VB PRP$ NN CD NNS IN , DT NNP NN IN JJ NNP VBD DT NN '' , CC VBD NNS .",1
RB DT NN VBZ TO DT NNP .,1
"IN CD , NNP POS JJ NN VBD CD JJ NNS , CC IN CD NN IN DT JJ NN .",1
"DT NNS VBP VBN IN NN , IN NN NN CC NN NN IN DT JJ NNP .",1
"VB DT NN NN NN NN NN NNP , NNP .",1
JJ NNP NNP NNP CD VBN IN DT NNP POS NNP NNP NN JJ NN ( DT .,1
NNP : NN .,1
NNP VBZ DT NN .,1
"DT JJ NN , DT JJ NN NNP IN NNP NNP , VBD NNP IN DT JJ NN .",1
"DT JJ NN VBD IN CD NNS ( CD ) IN PRP$ NN , CC DT VBD VBN IN VBG CD NNS , CD IN NNP CC DT JJ IN NNP .",1
"NNP NNP , NNP NNP NN , NNS NNP NNP NN NNP NNP NNS NNP NNP VBD NNP NNP NN NNP NNP NN NNP NNP ( VBN NNP CD , CD IN NNP ) VBZ DT JJ NN .",1
PRP VBD CD IN DT JJ JJ NN NNS .,1
"VBG DT NNP NNP , CC VBG DT NNP IN NNP VBP IN DT RBS JJ .",1
"PRP VBD RB VBN DT NN NN IN DT NNP NNP NNP ( VBN IN NNP CD ) , CC VBD IN DT NN NN TO VB NNP NNP NNP .",1
"NNP , NNP , CC NNP RB VBD NNP NNP IN NNP NNP NNP .",1
RB IN CD PRP MD VB PRP VBD DT NN '' .,1
"`` NN VBZ DT NN RB RP '' ) IN DT NN IN NNS IN DT NNP NNP NN , VBP JJR : NN JJS NNS MD VB VBN TO VB NN .",1
( NNP NNP ) VBZ NNP NNP ( NNP NNP ) NNP .,1
"CD NN IN DT NN NN , VBN IN VBG NNP NNP TO NNP NNP CC DT NNP , RB RB IN NNP NNS IN NNP NNS NNP , IN DT NNP POS NNP CC NNP NNP NNP .",1
DT NN VBD CD .,1
"IN IN DT NN IN CD , NNP VBD CD NNS , CD NNS , CC CD NNS IN DT NN NN IN CD .",1
"IN DT NNS IN NN , DT NN RB VBD , CC DT NN TO DT NNP NNP VBD VBN .",1
PRP RB VBZ DT NN POS POS ( RB VBG NN ) .,1
"DT VBD DT VBN IN JJ JJ NNS , CC RB VBD DT NN POS VBG NN .",1
CD NN ) NNPS IN NNP VBP RB NNS VBG NNS CC NNS IN JJ NNS CC NNS IN DT NN .,1
"( CD NNP : NNP CD ) RB VBN IN NNP NNP , NNP NNP NNP NNP IN NNP NNP VBZ CD NNS .",1
"NNP POS JJ NN VBD VBN RB RBR IN CD NNS IN NN , CD IN NNP NNP IN DT NNP NNP , CC DT IN NNP NN NNP NNP IN NNP NNP , WDT VBD DT JJ NN NNP IN NNP .",1
NNS IN NN VBN ) IN NN TO DT NN VBD .,1
"DT NN VBD RB VBN JJ NN , IN DT JJ NNS IN DT NN CC PRP$ NN .",1
"IN DT NN IN NNP IN CD , DT NN NN IN NNP , NNP NNP NNP NNP CC NNP NNP NNP NNP VBD PRP$ NN IN DT NNP NNP CC PRP$ JJ NNS .",1
": NNP , NNP ( CD ) NN CD NN .",1
"IN JJR NNS IN NN , DT VBN TO VB NN CC , RB , DT NN IN DT JJ , VBD CC JJ NN .",1
"PRP$ NN , VBN TO VB NN IN DT NNP NN , VBZ VBN JJ IN DT JJ NNS VBD IN DT CD .",1
"DT NN VBD RB JJ : IN CD PRP VBD VBN JJ IN CD NNS , CC IN NN ( DT NN VBN IN DT NN NN IN DT JJ JJ NN ) IN DT JJ CD .",1
"NNP VBD DT JJ NN NN CC NN IN DT NN IN NNS IN JJ NNP NNP CC JJ NNP : DT NNP CC NNP NNP NNP ( RB NNP NNP ) ( CD ) , NNP , NNP CC NNP NNP ( CD ) CC NNP CC NNP NNP ( RB VBN ) , DT VBN NNS IN DT NN .",1
"RB , NNP ( NNP NNP ) VBZ DT NN NN IN PRP$ NN CC VBZ DT NN IN NN NN NNP ( NNP NNP ) .",1
"NNS NNP NNP IN DT NNP VBZ DT JJ NN RB VBN IN NNP NNP , DT JJ NNP NN NN .",1
DT NN IN NNP POS NNS VBP VBN IN NNS IN JJ TO DT NN .,1
DT NN VBD VBN IN CD IN NN IN DT JJ NNP NNP .,1
"RB , NNP VBD CD NN NNS IN DT JJ NN IN CD .",1
"NNP NNP JJ NNS IN NN CD , CD NNP CD NN .",2
"DT NNP NN NN VBZ VBN IN CD JJ NNS IN NNP , VBG IN DT NNS IN DT VBN NN .",1
"NNP IN NN NN , RBS RB JJ CC JJ NN NNP NN IN NN NNS IN DT NN , RB IN IN NN IN PRP NNP IN NNS : JJR NN TO VB NN IN NN NNS NNP NNS CC NNS IN NNS NNP IN VBP CD JJR IN NNS NNP VBP NNP NN IN NNS IN NNS RB CD NN RB , IN NN , IN DT VBN NN NNP NN IN NN CC NN : RBR JJ NN CC NN NNS , RB IN DT NNS , NNS , CC NNS NNP NN , DT JJ NNS IN DT NN , MD VB JJR JJ CC JJ NNS IN NN .",1
"PRP$ NN RB VBZ DT JJ , VBG NN IN PRP VBZ IN CD CD NN , DT JJ , JJ NN IN DT JJ CD , CC DT JJ NN PRP VBZ TO VB NNS , RB NNS .",1
DT NNP NNP NNP IN NNP VBZ NNP NNP .,1
PRP RB VBD PRP$ NN JJ JJ NN DT NN NN IN DT NN VBN NNP .,1
"CD NNS RB , DT JJ NN VBD VBG JJ NNS .",1
"PRP VBZ VBN IN NNP CD IN DT JJ NNP , WDT VBZ DT NN IN NNP CC NNP NNP .",1
"NNP NNP NNP ( JJ NNP CD , CD IN NNP , NNP CD , CD IN NNP ) VBD DT JJ JJ NN , NN CC NN NN WP VBD RB IN NNP , NNP , NNP CC NNP .",1
NN CD IN DT NN VBD DT NNP NNP NNP ( NNP ) IN DT JJ JJ NN NN IN NN NNS CC NN TO VB RP DT `` .,1
"CD ) , NN IN NNP NNP IN NNP ( VBN IN NNP IN NNS ) VBZ DT CD NN IN DT JJ NN DT NNP IN NNP IN NNP NN NNP NNP .",1
"IN CD , NNP VBD PRP$ JJ NN IN NNP IN NNP IN DT NNP NNP .",1
NNS IN DT NNP NN NNP NN NNP VBZ DT JJ JJ JJ NN NN WP VBD IN DT JJ CD .,1
"`` NNP NNP NNP NN CC NN NNP NNP VBD `` IN DT NNS IN DT NN WRB NN CC NN VBP VBN , NNS VBP VBN : CC IN DT NNS IN PRP IN VBP JJ CC JJ , NNS VBP RB IN NN '' .",1
DT NN VBZ RB DT JJ NN IN DT NNP NNP NN NN .,1
"IN DT CD NN IN DT NNP , EX VBP CD NNS ( VBG CD NNS WDT VBP VBN VBN IN DT JJR NN ) CC CD NNS .",1
"DT NN IN PRP$ NN VBZ DT : `` DT NN VBZ JJ TO VB DT NN , IN DT NN VB IN JJ DT NN , IN PRP$ NN MD VB RBR JJ , IN DT NN WDT PRP VBZ TO VB .",1
"VBN DT NNS IN NNP NNS , NNS CC NNS IN NNP NNP NNPS .",1
"IN DT NN , PRP VBD , IN JJS NNPS VBD RB JJ IN DT NN RB VBN IN JJR `` JJ '' CC RBR `` NN '' NNS .",1
"RB , IN CD , PRP VBD RB VBN IN NNP POS `` NNP CD NNP IN NNP NNS NN '' WDT VBZ `` NNP NNP POS JJS JJ CC JJ NNS IN NN NN '' .",1
"NNP NNP CC JJ NN , RB RB IN NN CC NN .",1
"`` NN CD VBZ , `` CC DT NN VBD VBN , CC IN PRP DT JJ NN WDT VBD NNS IN PRP , IN WDT PRP VBD PRP WDT VBD VBN DT NN IN DT NN , CC PRP WDT VBD PRP$ NN .",1
"IN DT NN , DT NN VBD WP VBZ VBN DT RBS JJ NN IN JJ NN : `` NN WDT VBZ DT NNS IN DT JJ IN VBG DT NN IN JJ NNS TO VB PRP$ JJ NNS .",1
"DT NNP NNP NNP NNP IN NN NNP , VBD DT CD NNP CD VBZ VBN DT NNP NNP IN NNP NNP VBN IN DT NNP NNPS NNP IN NNP NNP NNP .",1
"IN NNP VBZ TO VB IN NNP , NNP POS NN NNP NNP NNP VBZ PRP$ TO VB NNP CC NNP DT JJ NN NN , RB NNP MD VB WP PRP VBZ JJ IN .",1
NNP NNP NNP JJ NN NNP NNP NNP NN NNP NNP NNP NNP NNP NNP NNP NNP NNPS IN NNP NNP JJ NNP IN NN CD .,1
NNP NNP NNP DT NNP NNP NNP VBZ DT JJ NNP JJ NN VBN IN CD .,1
"IN DT CD NNS , PRP VBD DT NNP NNP NNP NN .",1
NNP NNS NNP IN VBG DT JJ NN CC VBG PRP IN PRP$ NN .,1
DT JJ JJ NN IN NNP VBZ DT NN IN DT JJ NNP NNP NNP NNP .,1
"NNP NNP NNP NNP NNP NNP IN NNP NNP NNP NNP NNP IN NNP POS NNP NNP NNP IN NNP POS NNP NNP NNP IN NNP POS NNP NNP NNP IN NNP NNP NNP IN NNP NNP NNP NNP NNP NNP NNP NNP IN NNP POS NNP NNP NNP IN NNP POS NNP NNP NNP NNP NNP NNP NNP IN NNP POS NNP NNP NNP ( IN NNP NNP NNP ) VBZ DT NN NN IN DT NN IN NNP , NNP , NN IN DT NN IN NNP .",1
"DT NNP NNP VBD NNP NNP IN NNP NNP NNP , DT NN IN DT JJ NN , WP$ JJ NNP NNPS NNP `` NN '' RB VBD JJ NN IN DT NNP IN DT NNP NNPS .",1
NN CD ( NNP ) VBD VBN IN NNP CD .,1
"NNS , NNP ( CD ) .",1
"IN NNP CD , NNP VBD DT NN IN NNP NN , IN WDT NN DT JJ NNP VBD CC VBD NNP NNP TO VB IN NNS , WDT IN VBG VBD DT NN IN NNP POS CD NNS VBG .",1
"VBG DT JJ NN NN NN NN , DT NN IN CD .",1
"NNP , NNP CC NNP , NNP , DT NNP NNP TO NNP NNP NNP CC NNP NN NNP NNP VBZ DT JJ NN NN IN DT NN IN NNP NNP , NNP .",1
NN IN NNP NNS IN CD .,1
"IN CD , NNP NNP VBD VBN CD JJ NN IN VBG VBN VBN TO VB PRP$ VBG NN IN DT JJ NNP IN NNP CC NNP JJ TO PRP$ NN : DT NN VBD IN DT NNP IN NNP VBD IN JJ NN IN NN NNS .",1
"RB , DT NN IN NNP VBD VBN TO DT NN CC VBD TO VB DT NN NN IN TO DT NN .",1
"DT NN NN WRB VBN MD VB DT NNS , DT NN IN NNS CC NNS CC RB DT NN IN NN IN DT NN .",1
RB RB VBG NNS VBP VBZ VBN IN NNP IN DT NN RB VBN IN NNS .,1
CD VBZ DT CD NNP NNP NNP NN NN NN VBN IN NNP NNP CC VBN IN NNP NNP .,1
DT NNP NN VBZ JJ NN .,1
NNP VBD DT NNP NNP IN CD CC VBD IN DT NN NN .,1
"IN NNP CD , PRP$ JJ NN NN , NNP VBD CD VBD NNS IN CD NNS TO DT NNP NNP NNP .",1
NNP POS JJ NN VBD RB VBN IN DT NN IN NNP .,1
"NNP NNP NNP , DT JJ NN RB VBN IN NNP .",1
NNP DT `` NNP IN DT NNS '' NN TO DT NN TO VB DT NNP NN IN DT NNS CC NNS IN NN CC NN NNS IN DT NN IN .,1
"PRP VBP VBN RB TO VB VBN IN PRP$ NNS VBP VBN PRP RP IN PRP$ NN JJ TO PRP$ VBN NNS , MD VB VBN TO VB CC VB DT CD NN NN VBG NN IN NN TO VB VBN RB , CC IN DT NN MD VB DT NN .",1
NNS : DT JJ NN IN JJ NNS VBD JJ NNP CC NNP WP VBD JJ NNS VBG JJ IN JJ NNS RB RB IN NNP NNP CC POS ( NNS ) POS .,1
RB PRP VBZ VBN VBN IN NNP IN JJ NNS .,1
"NN VBD VBN IN NNP NNP , JJ NNP IN NNP .",1
